timestamp;tsa;tsf;tss;ens;dvt;plu;vvt;hra
29/06/2020-23:00:00;15,2;-9999;19,2;0;-9999;0;3,6;58,6
30/06/2020-00:00:00;14,5;-9999;19;0;-9999;0;3,5;59,3
30/06/2020-01:00:00;14;-9999;18,8;0;-9999;0;3;61,2
30/06/2020-02:00:00;13,6;-9999;18,7;0;-9999;0;3,1;64,8
30/06/2020-03:00:00;12,7;-9999;18,5;0;-9999;0;2,6;70,8
30/06/2020-04:00:00;12,3;-9999;18,4;0;-9999;0;2,7;74,4
30/06/2020-05:00:00;12,1;-9999;18,2;0;-9999;0;2,8;76
30/06/2020-06:00:00;12;-9999;18;5;-9999;0;3,1;76,4
30/06/2020-07:00:00;12,7;-9999;17,8;73;-9999;0;2,9;74,7
30/06/2020-08:00:00;13,8;-9999;17,7;222;-9999;0;3,4;72
30/06/2020-09:00:00;15,2;-9999;17,5;289;-9999;0;3,9;68
30/06/2020-10:00:00;16,6;-9999;17,4;483;-9999;0;4,2;60,2
30/06/2020-11:00:00;17,4;-9999;17,4;383;-9999;0;4,4;57,2
30/06/2020-12:00:00;17,9;-9999;17,5;459;-9999;0;4,3;56,9
30/06/2020-13:00:00;18,5;-9999;17,6;407;-9999;0;4,4;56,4
30/06/2020-14:00:00;18,3;-9999;17,8;293;-9999;0;4,1;60,4
30/06/2020-15:00:00;18,8;-9999;18;306;-9999;0;4,4;61,1
30/06/2020-16:00:00;19,1;-9999;18,2;136;-9999;0;3,9;61,6
30/06/2020-17:00:00;19,7;-9999;18,3;227;-9999;0;4,7;60,1
30/06/2020-18:00:00;20,2;-9999;18,4;200;-9999;0;4,9;60
30/06/2020-19:00:00;19,4;-9999;18,5;132;-9999;0;4,8;64,9
30/06/2020-20:00:00;18,9;-9999;18,6;58;-9999;0;4;69,4
30/06/2020-21:00:00;18,4;-9999;18,7;39;-9999;0;3,4;75,4
30/06/2020-22:00:00;18,4;-9999;18,7;0;-9999;0;2,7;76,4
30/06/2020-23:00:00;17,5;-9999;18,7;0;-9999;0;3;85,1
01/07/2020-00:00:00;16,6;-9999;18,7;0;-9999;0,1;2,4;94
01/07/2020-01:00:00;16,5;-9999;18,7;0;-9999;0;2;94,2
01/07/2020-02:00:00;16,7;-9999;18,6;0;-9999;4;1,8;94
01/07/2020-03:00:00;16,5;-9999;18,6;0;-9999;0,8;1,7;95,7
01/07/2020-04:00:00;16,6;-9999;18,5;0;-9999;0,3;1,9;94,6
01/07/2020-05:00:00;16,7;-9999;18,4;0;-9999;0,6;1,9;93,8
01/07/2020-06:00:00;16,8;-9999;18,3;2;-9999;0,8;2,2;93,7
01/07/2020-07:00:00;16,8;-9999;18,3;17;-9999;0,9;2,4;93,7
01/07/2020-08:00:00;17,1;-9999;18,2;46;-9999;0,1;2,9;92,2
01/07/2020-09:00:00;17;-9999;18,2;75;-9999;0,2;3,3;93,2
01/07/2020-10:00:00;17,2;-9999;18,1;107;-9999;0;3,3;93,8
01/07/2020-11:00:00;17,5;-9999;18,1;128;-9999;0;3,3;92,2
01/07/2020-12:00:00;18,4;-9999;18,1;195;-9999;0;3,9;87
01/07/2020-13:00:00;18,6;-9999;18,2;148;-9999;0;3,6;85,1
01/07/2020-14:00:00;18,5;-9999;18,2;241;-9999;0,7;3,5;87,7
01/07/2020-15:00:00;18,7;-9999;18,3;451;-9999;0;3,6;87,5
01/07/2020-16:00:00;19,2;-9999;18,4;269;-9999;0;3,4;83,3
01/07/2020-17:00:00;17,9;-9999;18,6;145;-9999;2,5;3,4;89,6
01/07/2020-18:00:00;17,7;-9999;18,7;275;-9999;0,1;3,2;92
01/07/2020-19:00:00;19;-9999;18,7;366;-9999;0;3,1;83,7
01/07/2020-20:00:00;19;-9999;18,8;194;-9999;0;2,8;82,6
01/07/2020-21:00:00;18,6;-9999;18,9;62;-9999;0;3,3;78,7
01/07/2020-22:00:00;17,7;-9999;19;0;-9999;0;2,1;74
01/07/2020-23:00:00;16,5;-9999;18,9;0;-9999;0;2;78,1
02/07/2020-00:00:00;15,4;-9999;18,9;0;-9999;0;1,3;83,1
02/07/2020-01:00:00;14,7;-9999;18,8;0;-9999;0;1,7;82,8
02/07/2020-02:00:00;13,6;-9999;18,6;0;-9999;0;1,9;88,8
02/07/2020-03:00:00;13,2;-9999;18,4;0;-9999;0;2,1;89,5
02/07/2020-04:00:00;13,9;-9999;18,2;0;-9999;0;2,1;86,5
02/07/2020-05:00:00;13,8;-9999;18,1;0;-9999;0;1,7;88,4
02/07/2020-06:00:00;14,1;-9999;17,9;4;-9999;0;1,8;86,7
02/07/2020-07:00:00;14,1;-9999;17,8;17;-9999;0,5;2,2;90
02/07/2020-08:00:00;14,6;-9999;17,6;164;-9999;0;2,3;91,4
02/07/2020-09:00:00;15,9;-9999;17,5;269;-9999;0;2,6;87,1
02/07/2020-10:00:00;16,5;-9999;17,5;323;-9999;0,1;3,3;82,5
02/07/2020-11:00:00;17,5;-9999;17,5;436;-9999;0;3,8;77,2
02/07/2020-12:00:00;18,1;-9999;17,6;529;-9999;0;3,7;72,7
02/07/2020-13:00:00;16,9;-9999;17,7;399;-9999;1,2;3,3;81,8
02/07/2020-14:00:00;18,7;-9999;17,8;470;-9999;0;3,4;69,9
02/07/2020-15:00:00;19,1;-9999;18;453;-9999;0;4,3;62,5
02/07/2020-16:00:00;18,9;-9999;18,2;465;-9999;0;4,5;57,8
02/07/2020-17:00:00;19,8;-9999;18,3;648;-9999;0;5,2;51,9
02/07/2020-18:00:00;19,1;-9999;18,4;360;-9999;0;4,5;55,8
02/07/2020-19:00:00;19,8;-9999;18,5;386;-9999;0;4,4;52,8
02/07/2020-20:00:00;19,4;-9999;18,6;210;-9999;0;4,7;50,3
02/07/2020-21:00:00;18,3;-9999;18,6;62;-9999;0;4,2;54
02/07/2020-22:00:00;17,3;-9999;18,5;0;-9999;0;3,5;58,9
02/07/2020-23:00:00;15,8;-9999;18,4;0;-9999;0;2,9;64,6
03/07/2020-00:00:00;14,9;-9999;18,3;0;-9999;0;2,5;68,2
03/07/2020-01:00:00;13,7;-9999;18,1;0;-9999;0;2,3;74,7
03/07/2020-02:00:00;12,9;-9999;17,9;0;-9999;0;2,1;80,6
03/07/2020-03:00:00;12,5;-9999;17,8;0;-9999;0;2,4;84,2
03/07/2020-04:00:00;12,2;-9999;17,6;0;-9999;0;2,6;88,3
03/07/2020-05:00:00;12,6;-9999;17,4;0;-9999;0;2,6;88,7
03/07/2020-06:00:00;13;-9999;17,2;3;-9999;0;2,6;89,6
03/07/2020-07:00:00;13,1;-9999;17,1;20;-9999;0;3,2;90,7
03/07/2020-08:00:00;13,2;-9999;17;61;-9999;0;2,8;91,1
03/07/2020-09:00:00;13,5;-9999;16,9;131;-9999;0;2,9;91
03/07/2020-10:00:00;14,3;-9999;16,9;189;-9999;0;3;87,5
03/07/2020-11:00:00;15,4;-9999;16,9;293;-9999;0;3,3;82,8
03/07/2020-12:00:00;16,6;-9999;16,9;461;-9999;0;3,5;77,6
03/07/2020-13:00:00;17,7;-9999;17;513;-9999;0;3,6;72,7
03/07/2020-14:00:00;19,3;-9999;17,2;726;-9999;0;4,2;64,3
03/07/2020-15:00:00;19,5;-9999;17,5;455;-9999;0;3,8;62,1
03/07/2020-16:00:00;19,5;-9999;17,8;512;-9999;0;4,4;61,3
03/07/2020-17:00:00;20,1;-9999;18;432;-9999;0;3,9;59,7
03/07/2020-18:00:00;20,4;-9999;18,3;441;-9999;0;4,1;55
03/07/2020-19:00:00;20,4;-9999;18,4;286;-9999;0;3,6;55,2
03/07/2020-20:00:00;20,5;-9999;18,6;240;-9999;0;4;52
03/07/2020-21:00:00;19,7;-9999;18,6;91;-9999;0;3,8;51,9
03/07/2020-22:00:00;18,4;-9999;18,6;0;-9999;0;3,1;56,3
03/07/2020-23:00:00;17;-9999;18,6;0;-9999;0;2,5;62,3
04/07/2020-00:00:00;15,8;-9999;18,5;0;-9999;0;1,8;68,6
04/07/2020-01:00:00;14,6;-9999;18,4;0;-9999;0;1,9;76
04/07/2020-02:00:00;13,9;-9999;18,2;0;-9999;0;2,1;80,6
04/07/2020-03:00:00;14;-9999;18,1;0;-9999;0;2,3;80,6
04/07/2020-04:00:00;14;-9999;17,9;0;-9999;0;2;81,2
04/07/2020-05:00:00;14,1;-9999;17,8;0;-9999;0;1,9;82,3
04/07/2020-06:00:00;14,8;-9999;17,7;3;-9999;0;2,4;78,3
04/07/2020-07:00:00;15,8;-9999;17,5;25;-9999;0;3;71,3
04/07/2020-08:00:00;16,1;-9999;17,4;87;-9999;0;3,2;71,1
04/07/2020-09:00:00;16,4;-9999;17,3;195;-9999;0;3,8;70,3
04/07/2020-10:00:00;17;-9999;17,2;307;-9999;0;4,5;67,3
04/07/2020-11:00:00;17,6;-9999;17,2;376;-9999;0,1;4;67,2
04/07/2020-12:00:00;17,9;-9999;17,3;393;-9999;0;4,6;70,1
04/07/2020-13:00:00;17,8;-9999;17,4;270;-9999;0;4,7;73,9
04/07/2020-14:00:00;18,2;-9999;17,5;393;-9999;0;4,5;74,8
04/07/2020-15:00:00;19,1;-9999;17,6;357;-9999;0;5;71,3
04/07/2020-16:00:00;19,5;-9999;17,8;287;-9999;0;4,8;72,4
04/07/2020-17:00:00;20;-9999;17,9;225;-9999;0;5;70,5
04/07/2020-18:00:00;19,4;-9999;18,1;131;-9999;0;4,5;75,7
04/07/2020-19:00:00;19,7;-9999;18,2;123;-9999;0;4,5;76,2
04/07/2020-20:00:00;19,8;-9999;18,3;55;-9999;0;4;76,4
04/07/2020-21:00:00;19,5;-9999;18,3;32;-9999;0;4,3;79,7
04/07/2020-22:00:00;18,3;-9999;18,3;0;-9999;0,3;3,8;89
04/07/2020-23:00:00;18,3;-9999;18,3;0;-9999;0;4;89,3
05/07/2020-00:00:00;18,7;-9999;18,3;0;-9999;0;3,8;86,2
05/07/2020-01:00:00;19;-9999;18,3;0;-9999;0;4;83,1
05/07/2020-02:00:00;19,2;-9999;18,2;0;-9999;0;3,8;82,1
05/07/2020-03:00:00;17,7;-9999;18,2;0;-9999;0;4,4;93,7
05/07/2020-04:00:00;17,2;-9999;18,1;0;-9999;0,1;4;95,6
05/07/2020-05:00:00;16,9;-9999;18,1;0;-9999;0;3,6;96,7
05/07/2020-06:00:00;17,4;-9999;18;2;-9999;0;4,2;93,3
05/07/2020-07:00:00;17,6;-9999;18;18;-9999;0;4,4;92,3
05/07/2020-08:00:00;17,9;-9999;17,9;75;-9999;0;4;91,6
05/07/2020-09:00:00;18,4;-9999;17,9;165;-9999;0;4,9;86,8
05/07/2020-10:00:00;19,3;-9999;17,9;300;-9999;0;5,1;82
05/07/2020-11:00:00;19,3;-9999;17,9;182;-9999;0;4,6;83
05/07/2020-12:00:00;19,5;-9999;18;180;-9999;0;4,7;81
05/07/2020-13:00:00;19;-9999;18,1;247;-9999;0;4,9;86,1
05/07/2020-14:00:00;18,7;-9999;18,1;223;-9999;0;4,6;89,1
05/07/2020-15:00:00;19,5;-9999;18,2;328;-9999;0;4,6;85,7
05/07/2020-16:00:00;19,9;-9999;18,3;286;-9999;0;4,3;83,5
05/07/2020-17:00:00;20,9;-9999;18,4;315;-9999;0;4,9;75,4
05/07/2020-18:00:00;22,1;-9999;18,5;509;-9999;0;5,4;66,8
05/07/2020-19:00:00;21,6;-9999;18,7;338;-9999;0;5,7;64,3
05/07/2020-20:00:00;20,6;-9999;18,7;239;-9999;0;5,7;64
05/07/2020-21:00:00;19,4;-9999;18,8;67;-9999;0;6,1;60,7
05/07/2020-22:00:00;17,2;-9999;18,7;0;-9999;0;5,3;63,7
05/07/2020-23:00:00;15,7;-9999;18,5;0;-9999;0;5,1;65,2
06/07/2020-00:00:00;14,7;-9999;18,3;0;-9999;0;5,1;66,4
06/07/2020-01:00:00;13,8;-9999;18,1;0;-9999;0;4,4;69,5
06/07/2020-02:00:00;13,1;-9999;17,8;0;-9999;0;4,1;75,4
06/07/2020-03:00:00;12,5;-9999;17,6;0;-9999;0;3,3;80,5
06/07/2020-04:00:00;11,9;-9999;17,4;0;-9999;0;2,6;84,8
06/07/2020-05:00:00;11,2;-9999;17,2;0;-9999;0;2,7;88,5
06/07/2020-06:00:00;11,1;-9999;17;6;-9999;0;2,8;89,3
06/07/2020-07:00:00;11,3;-9999;16,8;69;-9999;0;2,7;88,1
06/07/2020-08:00:00;12,4;-9999;16,6;201;-9999;0;3,7;82,1
06/07/2020-09:00:00;13,4;-9999;16,5;269;-9999;0;4,1;76,7
06/07/2020-10:00:00;14,5;-9999;16,3;426;-9999;0;4,3;69,8
06/07/2020-11:00:00;15,6;-9999;16,3;582;-9999;0;4,8;63
06/07/2020-12:00:00;16,4;-9999;16,3;601;-9999;0;5;58,2
06/07/2020-13:00:00;17,4;-9999;16,4;819;-9999;0;5,8;51,2
06/07/2020-14:00:00;17,9;-9999;16,5;789;-9999;0;5,8;48,7
06/07/2020-15:00:00;18;-9999;16,7;556;-9999;0;6,2;48,4
06/07/2020-16:00:00;18;-9999;17;598;-9999;0;5,8;49,5
06/07/2020-17:00:00;18,4;-9999;17,2;603;-9999;0;6,4;46,5
06/07/2020-18:00:00;17,9;-9999;17,4;372;-9999;0;5,7;46,6
06/07/2020-19:00:00;17,6;-9999;17,6;268;-9999;0;5,3;48,6
06/07/2020-20:00:00;17,3;-9999;17,7;125;-9999;0;3,9;51
06/07/2020-21:00:00;16,9;-9999;17,8;67;-9999;0;3,6;53,3
06/07/2020-22:00:00;15,8;-9999;17,8;0;-9999;0;2,5;57,9
06/07/2020-23:00:00;15,2;-9999;17,8;0;-9999;0;2,3;59,8
07/07/2020-00:00:00;14,4;-9999;17,7;0;-9999;0;2,1;65,1
07/07/2020-01:00:00;14;-9999;17,6;0;-9999;0;1,8;67,5
07/07/2020-02:00:00;13;-9999;17,5;0;-9999;0;1,8;74,4
07/07/2020-03:00:00;12,2;-9999;17,4;0;-9999;0;1,8;78,3
07/07/2020-04:00:00;11,7;-9999;17,3;0;-9999;0;2,1;79,8
07/07/2020-05:00:00;11,6;-9999;17,1;0;-9999;0;2;80,7
07/07/2020-06:00:00;11,4;-9999;17;4;-9999;0;2,1;83,9
07/07/2020-07:00:00;11,1;-9999;16,8;22;-9999;0;2,5;87,2
07/07/2020-08:00:00;12;-9999;16,7;111;-9999;0;2,2;85,9
07/07/2020-09:00:00;14,2;-9999;16,6;365;-9999;0;2,8;79
07/07/2020-10:00:00;16,1;-9999;16,5;511;-9999;0;2,8;71,4
07/07/2020-11:00:00;17,6;-9999;16,5;609;-9999;0;3,1;62,6
07/07/2020-12:00:00;18,3;-9999;16,6;529;-9999;0;3,4;54,4
07/07/2020-13:00:00;18,1;-9999;16,7;374;-9999;0;3,5;55
07/07/2020-14:00:00;19;-9999;16,9;549;-9999;0;4,2;46,4
07/07/2020-15:00:00;20;-9999;17,1;702;-9999;0;3,9;43,8
07/07/2020-16:00:00;19,8;-9999;17,4;567;-9999;0;4,1;47,1
07/07/2020-17:00:00;20;-9999;17,7;466;-9999;0;3,2;46
07/07/2020-18:00:00;20,3;-9999;18;362;-9999;0;3,5;45,2
07/07/2020-19:00:00;20;-9999;18,2;233;-9999;0;2,7;47,9
07/07/2020-20:00:00;19,6;-9999;18,4;118;-9999;0;2,7;50,4
07/07/2020-21:00:00;19,2;-9999;18,5;48;-9999;0;1,9;53
07/07/2020-22:00:00;18,6;-9999;18,6;0;-9999;0;2;55,5
07/07/2020-23:00:00;17,8;-9999;18,5;0;-9999;0;3,2;55,6
08/07/2020-00:00:00;16,9;-9999;18,4;0;-9999;0;2,9;56,2
08/07/2020-01:00:00;16,2;-9999;18,3;0;-9999;0;3;57,2
08/07/2020-02:00:00;15,6;-9999;18,1;0;-9999;0;2,9;59,6
08/07/2020-03:00:00;14,2;-9999;17,9;0;-9999;0,1;2,6;68
08/07/2020-04:00:00;13,4;-9999;17,8;0;-9999;0;2,3;61,9
08/07/2020-05:00:00;12,4;-9999;17,7;0;-9999;0,2;1,8;76,6
08/07/2020-06:00:00;12,1;-9999;17,5;1;-9999;0,6;1,4;87,9
08/07/2020-07:00:00;12;-9999;17,4;11;-9999;0,9;1,4;93,5
08/07/2020-08:00:00;12,1;-9999;17,3;25;-9999;1;2;96,4
08/07/2020-09:00:00;12,5;-9999;17,2;58;-9999;0,9;2,5;96,6
08/07/2020-10:00:00;12,9;-9999;17,1;86;-9999;0,3;2,7;96,1
08/07/2020-11:00:00;13,2;-9999;17;143;-9999;1,8;2,9;95,9
08/07/2020-12:00:00;13,7;-9999;17;173;-9999;0,8;2,9;95,4
08/07/2020-13:00:00;14,3;-9999;17;229;-9999;0,7;2,9;95,6
08/07/2020-14:00:00;15;-9999;17;227;-9999;0;3;95,4
08/07/2020-15:00:00;15,8;-9999;17;238;-9999;0;2,6;94,3
08/07/2020-16:00:00;16,4;-9999;17,1;204;-9999;0,2;2,9;94,1
08/07/2020-17:00:00;16,7;-9999;17,2;161;-9999;0;3,3;93,4
08/07/2020-18:00:00;16,5;-9999;17,3;116;-9999;0;2,9;93,8
08/07/2020-19:00:00;16,4;-9999;17,4;96;-9999;0,2;2,9;95,3
08/07/2020-20:00:00;16,3;-9999;17,4;44;-9999;0,2;2,1;96,5
08/07/2020-21:00:00;16,4;-9999;17,5;27;-9999;0,6;2,4;96,7
08/07/2020-22:00:00;16,3;-9999;17,5;0;-9999;0,6;2,1;97,3
08/07/2020-23:00:00;16,2;-9999;17,5;0;-9999;0;2,7;96,9
09/07/2020-00:00:00;16,2;-9999;17,5;0;-9999;0,1;2,4;96,3
09/07/2020-01:00:00;16,2;-9999;17,5;0;-9999;0;2,5;95,6
09/07/2020-02:00:00;16,2;-9999;17,5;0;-9999;0;2,6;94,8
09/07/2020-03:00:00;16,2;-9999;17,5;0;-9999;0;2,7;94,8
09/07/2020-04:00:00;16,2;-9999;17,4;0;-9999;0;2,8;94,1
09/07/2020-05:00:00;16,1;-9999;17,4;0;-9999;0;2,7;94,7
09/07/2020-06:00:00;16,1;-9999;17,3;1;-9999;0;2,9;95,7
09/07/2020-07:00:00;16,3;-9999;17,3;14;-9999;0;2,7;94,1
09/07/2020-08:00:00;16,4;-9999;17,3;59;-9999;0;2,8;92,3
09/07/2020-09:00:00;16,8;-9999;17,2;116;-9999;0;3,1;90,4
09/07/2020-10:00:00;16,9;-9999;17,2;116;-9999;0,1;3,5;88
09/07/2020-11:00:00;18,3;-9999;17,2;430;-9999;0;4,1;80,3
09/07/2020-12:00:00;19;-9999;17,3;369;-9999;0;4,2;74,7
09/07/2020-13:00:00;20,3;-9999;17,4;603;-9999;0;4,3;69,3
09/07/2020-14:00:00;21,5;-9999;17,6;696;-9999;0;4,5;62,8
09/07/2020-15:00:00;21,6;-9999;17,8;436;-9999;0;4,5;61,1
09/07/2020-16:00:00;22;-9999;18,1;345;-9999;0;3,7;61,5
09/07/2020-17:00:00;22,4;-9999;18,3;376;-9999;0;3,5;60,7
09/07/2020-18:00:00;23;-9999;18,5;306;-9999;0;3;59,6
09/07/2020-19:00:00;23,9;-9999;18,6;411;-9999;0;3,3;53,9
09/07/2020-20:00:00;23,9;-9999;18,8;291;-9999;0;3,1;53,5
09/07/2020-21:00:00;23,4;-9999;18,9;73;-9999;0;2,3;56,8
09/07/2020-22:00:00;21,6;-9999;19;0;-9999;0;2,2;67
09/07/2020-23:00:00;20,2;-9999;19;0;-9999;0;1,4;72,6
10/07/2020-00:00:00;20;-9999;19;0;-9999;0;2,3;71,8
10/07/2020-01:00:00;18,6;-9999;19;0;-9999;0;3,3;76,6
10/07/2020-02:00:00;18;-9999;18,9;0;-9999;0;2,6;77,7
10/07/2020-03:00:00;17,4;-9999;18,7;0;-9999;0;2,7;79,7
10/07/2020-04:00:00;16,9;-9999;18,6;0;-9999;0;3;81,9
10/07/2020-05:00:00;16,5;-9999;18,5;0;-9999;0;3,3;83,5
10/07/2020-06:00:00;16,3;-9999;18,3;1;-9999;0;3,6;84
10/07/2020-07:00:00;16,2;-9999;18,2;15;-9999;0;3,4;85,3
10/07/2020-08:00:00;16,1;-9999;18,1;36;-9999;0;3,8;87,4
10/07/2020-09:00:00;16;-9999;17,9;138;-9999;0;4;92,2
10/07/2020-10:00:00;17,1;-9999;17,9;335;-9999;0;4,8;84,8
10/07/2020-11:00:00;17,5;-9999;17,8;403;-9999;0;5,3;78,9
10/07/2020-12:00:00;18,3;-9999;17,9;565;-9999;0;5,5;71,8
10/07/2020-13:00:00;17,3;-9999;17,9;628;-9999;0;5,4;78,3
10/07/2020-14:00:00;17,8;-9999;18;560;-9999;0;4,1;73,6
10/07/2020-15:00:00;18,6;-9999;18,1;667;-9999;0;5,5;66,7
10/07/2020-16:00:00;17,8;-9999;18,3;467;-9999;0;5;68,7
10/07/2020-17:00:00;17,8;-9999;18,5;421;-9999;0;4,9;66
10/07/2020-18:00:00;18,3;-9999;18,6;456;-9999;0;5;60
10/07/2020-19:00:00;17,2;-9999;18,7;185;-9999;0;4,8;61,9
10/07/2020-20:00:00;17,4;-9999;18,8;224;-9999;0;4,3;57,7
10/07/2020-21:00:00;16,2;-9999;18,7;42;-9999;0;3,6;60,4
10/07/2020-22:00:00;14,9;-9999;18,7;0;-9999;0;2,6;65,5
10/07/2020-23:00:00;14,3;-9999;18,6;0;-9999;0;2,8;67,6
11/07/2020-00:00:00;12,8;-9999;18,4;0;-9999;0;1,7;74,6
11/07/2020-01:00:00;11,9;-9999;18,2;0;-9999;0;0,2;79,6
11/07/2020-02:00:00;11,6;-9999;18,1;0;-9999;0;0,1;81,9
11/07/2020-03:00:00;11,8;-9999;17,9;0;-9999;0;0;80,8
11/07/2020-04:00:00;10,9;-9999;17,7;0;-9999;0;0,8;85,8
11/07/2020-05:00:00;10,3;-9999;17,4;0;-9999;0;1,4;89
11/07/2020-06:00:00;10;-9999;17,2;6;-9999;0;1,5;89,8
11/07/2020-07:00:00;11;-9999;17;69;-9999;0;1,9;85,3
11/07/2020-08:00:00;12,5;-9999;16,8;197;-9999;0;1,7;79,9
11/07/2020-09:00:00;13,9;-9999;16,6;354;-9999;0;1,8;73,4
11/07/2020-10:00:00;15,3;-9999;16,5;493;-9999;0;1,8;69,8
11/07/2020-11:00:00;16,4;-9999;16,5;580;-9999;0;2,3;63,6
11/07/2020-12:00:00;17,2;-9999;16,5;677;-9999;0;2,5;57,7
11/07/2020-13:00:00;18,1;-9999;16,7;648;-9999;0;3;54,9
11/07/2020-14:00:00;18,5;-9999;16,9;760;-9999;0;3,4;54,5
11/07/2020-15:00:00;19,2;-9999;17,1;667;-9999;0;3,1;50,1
11/07/2020-16:00:00;19;-9999;17,5;384;-9999;0;3,7;52,8
11/07/2020-17:00:00;18,8;-9999;17,8;377;-9999;0;4;53,1
11/07/2020-18:00:00;18,7;-9999;18,1;349;-9999;0;4,7;56,5
11/07/2020-19:00:00;18,2;-9999;18,2;268;-9999;0;4,3;58,8
11/07/2020-20:00:00;17,7;-9999;18,3;173;-9999;0;4,2;58,7
11/07/2020-21:00:00;17,4;-9999;18,4;90;-9999;0;3,6;59,2
11/07/2020-22:00:00;15,6;-9999;18,4;0;-9999;0;2,6;63,4
11/07/2020-23:00:00;13,9;-9999;18,3;0;-9999;0;1,7;70,5
12/07/2020-00:00:00;13;-9999;18,2;0;-9999;0;1,4;74,7
12/07/2020-01:00:00;12,7;-9999;18;0;-9999;0;1,5;80,5
12/07/2020-02:00:00;12,1;-9999;17,8;0;-9999;0;1,8;85,1
12/07/2020-03:00:00;11,7;-9999;17,7;0;-9999;0;1,1;87,8
12/07/2020-04:00:00;10,8;-9999;17,5;0;-9999;0;1,3;91,8
12/07/2020-05:00:00;10,6;-9999;17,3;0;-9999;0;1,1;93,8
12/07/2020-06:00:00;10;-9999;17,1;4;-9999;0;0,3;96,6
12/07/2020-07:00:00;10;-9999;17;72;-9999;0;0;96,5
12/07/2020-08:00:00;11,6;-9999;16,8;200;-9999;0;1,3;91,3
12/07/2020-09:00:00;13,5;-9999;16,6;353;-9999;0;2,3;84,6
12/07/2020-10:00:00;15,2;-9999;16,5;462;-9999;0;2,9;76,8
12/07/2020-11:00:00;16,1;-9999;16,4;414;-9999;0;3,1;70,7
12/07/2020-12:00:00;16,7;-9999;16,5;449;-9999;0;2,9;64,2
12/07/2020-13:00:00;18;-9999;16,7;608;-9999;0;2,9;54,9
12/07/2020-14:00:00;19;-9999;16,9;804;-9999;0;3,3;50,2
12/07/2020-15:00:00;19,6;-9999;17,1;673;-9999;0;3,1;46,4
12/07/2020-16:00:00;20,1;-9999;17,5;651;-9999;0;3,3;45,2
12/07/2020-17:00:00;20,7;-9999;18;687;-9999;0;3,1;43,6
12/07/2020-18:00:00;20,5;-9999;18,4;452;-9999;0;3,1;42,7
12/07/2020-19:00:00;20,1;-9999;18,8;280;-9999;0;2,9;44,2
12/07/2020-20:00:00;20,3;-9999;19;291;-9999;0;3,3;42,3
12/07/2020-21:00:00;19,3;-9999;19,1;62;-9999;0;2,5;44,8
12/07/2020-22:00:00;17,8;-9999;19,1;0;-9999;0;1,6;49,9
12/07/2020-23:00:00;16;-9999;19,1;0;-9999;0;0,2;56,8
13/07/2020-00:00:00;14,8;-9999;18,9;0;-9999;0;0,1;62
13/07/2020-01:00:00;13,9;-9999;18,7;0;-9999;0;0;67,5
13/07/2020-02:00:00;13,5;-9999;18,4;0;-9999;0;0;69,6
13/07/2020-03:00:00;13;-9999;18,2;0;-9999;0;0,2;73,2
13/07/2020-04:00:00;11,7;-9999;17,9;0;-9999;0;0,6;81,1
13/07/2020-05:00:00;10,7;-9999;17,7;0;-9999;0;0,1;87,4
13/07/2020-06:00:00;10,4;-9999;17,5;3;-9999;0;0;90,3
13/07/2020-07:00:00;10,8;-9999;17,2;56;-9999;0;0;87,8
13/07/2020-08:00:00;12,6;-9999;17;198;-9999;0;0,8;82,5
13/07/2020-09:00:00;14,7;-9999;16,8;336;-9999;0;1,4;76,6
13/07/2020-10:00:00;16,8;-9999;16,6;507;-9999;0;1,7;68,7
13/07/2020-11:00:00;19,3;-9999;16,6;642;-9999;0;2,7;56
13/07/2020-12:00:00;20,9;-9999;16,7;757;-9999;0;2,6;47,6
13/07/2020-13:00:00;21,7;-9999;16,9;807;-9999;0;2,2;42,9
13/07/2020-14:00:00;22,5;-9999;17,2;787;-9999;0;2;41,9
13/07/2020-15:00:00;23,1;-9999;17,5;745;-9999;0;2,4;40,2
13/07/2020-16:00:00;23,5;-9999;18;707;-9999;0;2,3;37,4
13/07/2020-17:00:00;23,1;-9999;18,5;335;-9999;0;2,6;38,2
13/07/2020-18:00:00;24,3;-9999;19;656;-9999;0;2,5;36,3
13/07/2020-19:00:00;24;-9999;19,3;441;-9999;0;2,9;34,9
13/07/2020-20:00:00;23,3;-9999;19,5;253;-9999;0;2,8;34,4
13/07/2020-21:00:00;21,8;-9999;19,6;74;-9999;0;2,5;44,2
13/07/2020-22:00:00;19,5;-9999;19,7;0;-9999;0;2,5;48,4
13/07/2020-23:00:00;17,9;-9999;19,7;0;-9999;0;0,6;50,7
14/07/2020-00:00:00;17,3;-9999;19,5;0;-9999;0;0;51,2
14/07/2020-01:00:00;17;-9999;19,3;0;-9999;0;0,5;52,3
14/07/2020-02:00:00;15,7;-9999;19,1;0;-9999;0;1,9;59,2
14/07/2020-03:00:00;15;-9999;18,8;0;-9999;0;1,1;64,3
14/07/2020-04:00:00;14,8;-9999;18,6;0;-9999;0;1,5;65,6
14/07/2020-05:00:00;14,9;-9999;18,3;0;-9999;0;1,7;66,4
14/07/2020-06:00:00;13,8;-9999;18,1;3;-9999;0;2;72,5
14/07/2020-07:00:00;13,5;-9999;17,9;34;-9999;0;2,1;75
14/07/2020-08:00:00;14,6;-9999;17,7;118;-9999;0;2;70,5
